rt_center_ms,rt_lo_ms,rt_hi_ms,n_self,n_stranger,n_total,p_self,p_stranger,spe,se_spe,spe_ci_lo,spe_ci_hi,z_stat,p_value,significant_05
334.14643998257804,234.14643998257804,434.14643998257804,2037,1937,3974,0.6377025036818851,0.5343314403717089,0.1033710633101762,0.01555242105667051,0.072888318039102,0.1338538085812504,6.646621958954734,2.9989566385779654e-11,True
384.14643998257804,284.14643998257804,484.14643998257804,2319,2075,4394,0.6869340232858991,0.5421686746987951,0.144765348587104,0.01457262322666493,0.11620300706284073,0.17332769011136726,9.934062408353007,0.0,True
434.14643998257804,334.14643998257804,534.146439982578,2751,2263,5014,0.7284623773173392,0.5457357490057446,0.18272662831159459,0.013470390382764378,0.15632466316137641,0.20912859346181276,13.565058110371975,0.0,True
484.14643998257804,384.14643998257804,584.146439982578,3947,3225,7172,0.7015454775779073,0.5252713178294574,0.17627415974844995,0.011417928434363041,0.1538950200170984,0.1986532994798015,15.438366141614686,0.0,True
534.146439982578,434.14643998257804,634.146439982578,5228,4418,9646,0.6505355776587605,0.49909461294703483,0.15144096471172563,0.01000356946050263,0.13183396856914048,0.1710479608543108,15.138692774580532,0.0,True
584.146439982578,484.14643998257804,684.146439982578,5668,5034,10702,0.608151023288638,0.4797377830750894,0.1284132402135486,0.009572062489530632,0.10965199773406857,0.14717448269302866,13.415420172402715,0.0,True
634.146439982578,534.146439982578,734.146439982578,6117,5485,11602,0.5739741703449404,0.47128532360984504,0.10268884673509532,0.009241409446008141,0.08457568422091936,0.12080200924927127,11.111816583286668,0.0,True
684.146439982578,584.146439982578,784.146439982578,5380,4984,10364,0.5379182156133829,0.46629213483146065,0.07162608078192229,0.009804779149408591,0.05240871364908145,0.09084344791476312,7.305221228388674,2.7688962234151404e-13,True
734.146439982578,634.146439982578,834.146439982578,4243,4153,8396,0.5083667216592034,0.47555983626294246,0.03280688539626092,0.010906772919131218,0.011429610474763735,0.05418416031775811,3.007936961694272,0.00263027691604778,True
784.146439982578,684.146439982578,884.146439982578,3649,3617,7266,0.5017813099479309,0.49322643074371025,0.008554879204220656,0.011731002525384041,-0.014437885745532064,0.031547644153973375,0.7292538882085521,0.4658463732112348,False
834.146439982578,734.146439982578,934.146439982578,2412,2599,5011,0.4626865671641791,0.5132743362831859,-0.050587769119006754,0.014113618713467148,-0.07825046179740236,-0.022925076440611144,-3.584323067388532,0.00033795356651711295,True
884.146439982578,784.146439982578,984.146439982578,1784,2038,3822,0.4467488789237668,0.5245338567222767,-0.0777849777985099,0.016152986146051776,-0.10944483064477138,-0.04612512495224842,-4.815516901654908,1.468193354448033e-06,True
934.146439982578,834.146439982578,1034.1464399825782,1341,1534,2875,0.45041014168530946,0.5123859191655802,-0.06197577748027072,0.018640462203108908,-0.09851108339836417,-0.025440471562177262,-3.32479832339856,0.0008848251480897407,True
984.146439982578,884.146439982578,1084.1464399825782,932,1059,1991,0.43991416309012876,0.49291784702549574,-0.053003683935366974,0.02236942166997108,-0.09684775040851029,-0.009159617462223657,-2.3694704636248876,0.017813577855897433,True
1034.1464399825782,934.1464399825782,1134.1464399825782,710,864,1574,0.4323943661971831,0.4710648148148148,-0.03867044861763175,0.025180511112227064,-0.08802425039759679,0.0106833531623333,-1.5357292965691347,0.12460478667808772,False
1084.1464399825782,984.1464399825782,1184.1464399825782,542,681,1223,0.42435424354243545,0.45080763582966227,-0.026453392287226818,0.028535077721975485,-0.08238214462229876,0.02947536004784513,-0.9270481946805592,0.3539015119069002,False
